,Unnamed: 0,blue_1_summoner_level,blue_2_summoner_level,blue_3_summoner_level,blue_4_summoner_level,blue_5_summoner_level,blue_kurtosis_summonerlevel,blue_coefficient_of_skewness_summonerlevel,blue_mean_summonerlevel,blue_variance_summonerlevel,blue_std_summonerlevel,blue_median_summonerlevel,blue_1_champ_points,blue_2_champ_points,blue_3_champ_points,blue_4_champ_points,blue_5_champ_points,blue_kurtosis_champpoints,blue_coefficient_of_skewness_champpoints,blue_mean_champpoints,blue_variance_champpoints,blue_std_champpoints,blue_median_champpoints,kills_1,kills_2,kills_3,kills_4,kills_5,damage1,damage2,damage3,damage4,damage5,assist1,assist2,assist3,assist4,assist5,red_1_summoner_level,red_2_summoner_level,red_3_summoner_level,red_4_summoner_level,red_5_summoner_level,red_kurtosis_summonerlevel,red_coefficient_of_skewness_summonerlevel,red_mean_summonerlevel,red_variance_summonerlevel,red_std_summonerlevel,red_median_summonerlevel,red_1_champ_points,red_2_champ_points,red_3_champ_points,red_4_champ_points,red_5_champ_points,red_kurtosis_champpoints,red_coefficient_of_skewness_champpoints,red_mean_champpoints,red_variance_champpoints,red_std_champpoints,red_median_champpoints,kills_1.1,kills_2.1,kills_3.1,kills_4.1,kills_5.1,damage1.1,damage2.1,damage3.1,damage4.1,damage5.1,assist1.1,assist2.1,assist3.1,assist4.1,assist5.1,blue_team_won?
1105,1105,370,763,242,118,320,2.541738699138849,1.3826820996798,362.6,59140.8,243.1888155322938,320,317159,197568,41885,25243,87609,-0.4573431414754099,0.9632724276720932,133892.8,15013358900.2,122529.0124835747,122529.0124835747,6,14,23,2,2,25017,26788,41368,11498,9987,8,9,6,8,26,205,190,171,299,127,1.972686234228251,1.034872652014285,198.4,4020.8,63.40977842572863,190,98343,221557,29599,3329,86136,1.400858388111779,1.103384890389488,87792.8,7131891194.200002,84450.52512684572,84450.52512684572,2,2,6,12,4,15396,12946,15079,29076,11690,2,6,5,9,17,1
1106,1106,370,762,163,138,132,2.214659830335966,1.616859245160315,313.0,72684.0,269.5997032639316,163,498195,455488,302646,69745,14025,-2.77256966816973,-0.2103192516944823,268019.8,48287544293.7,219744.2702181333,219744.2702181333,3,11,6,7,5,10241,13127,19344,19359,10770,9,7,10,11,11,100,306,122,38,89,3.483847578033512,1.718561868197203,131.0,10520.0,102.5670512396647,100,2450,96561,461737,4338,2642,4.118589396105769,2.024146188686699,113545.6,39523467100.3,198805.0982754215,198805.0982754215,2,4,9,2,0,9615,11223,15673,10288,3516,0,3,1,6,7,1
1107,1107,357,270,69,237,227,1.977136615982264,-0.8478869846260488,232.0,10922.0,104.5083728703112,237,0,1027599,3747,159896,171909,4.285764474926529,2.034778604843773,272630.2,184864262536.7,429958.4428019759,429958.4428019759,6,8,10,0,2,13479,14673,26823,3102,10050,4,5,9,2,8,370,762,272,138,238,2.881426635054176,1.604682916276905,356.0,58384.0,241.6278129686233,272,317159,256266,11619,66299,4654,-2.655789350978086,0.5913933054973081,131199.4,21186974878.3,145557.4624617371,145557.4624617371,5,5,3,4,2,24319,14153,10332,12420,8001,0,4,3,2,3,1
1108,1108,224,42,31,367,94,-0.3333641835729226,1.01862492635973,151.6,20378.3,142.7525831640184,94,58713,3597,1590,148301,319,1.907683936140828,1.561606412027143,42504.0,4105755290.0,64076.16787854904,64076.16787854904,3,3,13,10,2,13688,9227,36925,31346,13865,2,4,5,8,12,370,762,214,163,40,1.818406909519783,1.322200831106802,309.8,77907.20000000001,279.1186127795852,214,498195,197568,18823,93002,11850,2.273617332306708,1.556919403931266,163887.6,40519936328.3,201295.6440867512,201295.6440867512,7,12,7,15,5,22123,28537,35827,29401,32944,16,11,17,8,16,0
1109,1109,370,762,261,663,46,-1.669933617480829,-0.041695343821507344,420.4,85917.3,293.1165297283659,370,498195,197568,454701,219003,27916,-1.7014937046705492,-0.04755982030515622,279476.6,38047534844.3,195057.7730937683,195057.7730937683,5,7,9,6,3,8670,23119,23479,20444,20010,10,8,9,10,12,222,286,183,1064,155,4.668979555239476,2.146732961450597,382.0,147767.5,384.4053849778902,222,0,9197,177032,111529,105781,-1.82991568440081,0.046832599884571564,80707.8,5621126682.7,74974.1734379246,74974.1734379246,4,3,1,1,5,16254,7997,10755,19622,9175,0,2,0,8,4,1
1110,1110,220,226,258,223,193,1.888900653767498,0.3188413633680936,224.0,534.5,23.11925604339378,223,13943,42955,210814,11869,9027,4.474770741949335,2.105151522612256,57721.6,7511381556.799999,86668.22691621192,86668.22691621192,7,4,10,12,3,11193,11371,16609,24481,6447,5,7,6,7,10,121,762,154,193,347,2.799143882521678,1.710233837047892,315.4,69818.3,264.2315272634967,193,323932,455488,88666,33433,163105,-1.344675169421798,0.6165926217481259,212924.8,30324768140.7,174140.0819475516,174140.0819475516,7,4,6,0,5,16178,8021,12271,8174,17617,2,7,1,6,6,1
1111,1111,240,391,313,376,178,-1.7348580502669342,-0.449569198119785,299.6,8177.3,90.42842473470385,313,40205,5863,3385,64339,2425,-1.016129342806537,1.004609739256109,23243.4,776596086.8,27867.47363504629,27867.47363504629,10,5,5,12,9,28069,21894,54232,48165,32035,7,22,21,11,17,280,769,212,675,58,-2.484113355823078,0.34397670350629417,398.8,94621.7,307.6064043546558,280,641079,197568,231024,514290,30768,-1.727386390167114,0.31195200105110027,322945.8,61839603169.2,248675.6987910158,248675.6987910158,7,10,8,12,0,27589,27586,49062,54290,36000,14,11,10,7,23,0
1112,1112,280,194,39,401,212,0.9151438301408971,-0.1612231005417886,225.2,17431.7,132.029163445051,212,641079,29774,18749,82184,30417,4.827594561352585,2.190912525223272,160440.6,72798443355.3,269811.86659467,269811.86659467,6,4,6,1,2,10474,8528,12751,7155,7214,4,5,3,4,3,188,248,119,389,462,-1.8984237136134432,0.299614983988159,281.2,20101.7,141.7804640985492,248,216992,22404,23999,58824,50277,4.239102438581417,2.024209222746587,74499.2,6600201245.7,81241.62261858142,81241.62261858142,2,4,1,2,1,15151,6467,1430,14416,4095,1,3,0,2,6,1
1113,1113,188,112,147,347,169,3.302217893384753,1.6959695460631332,192.6,8248.3,90.82015194878282,169,216992,24423,251608,32697,40331,-2.998543080608302,0.6516827452270396,113210.2,12400383276.7,111357.0082064887,111357.0082064887,6,12,11,6,6,24315,36483,25516,18411,21383,4,8,7,5,8,393,212,256,568,181,0.1835453396876172,1.109197042762504,322.0,25473.5,159.6041979397785,256,21459,34823,48556,2035685,7295,4.994169862713395,2.234437853466363,429563.6,806368254792.7998,897980.0971028254,897980.0971028254,7,5,5,16,1,19725,15913,12620,42466,12606,2,5,7,5,11,1
1114,1114,186,321,233,230,37,1.9540111746420532,-0.9890073710733104,201.4,10846.3,104.1455711972429,230,26445,539728,17035,551984,10313,-3.324763819649093,0.6078169785283526,229101.0,83663049113.5,289245.6553061774,289245.6553061774,2,7,8,2,2,7946,11943,12417,12007,5597,9,6,3,9,9,234,39,33,212,243,-3.257829937250259,-0.5607018962456527,152.2,11383.7,106.6944234718947,212,168937,7853,59001,164770,45267,-2.760185568546817,0.3061558519492366,89165.6,5382057662.799999,73362.50856397973,73362.50856397973,0,2,1,3,0,17517,3904,6778,6402,6375,1,1,1,0,1,1
1115,1115,308,186,156,302,555,1.75058946428765,1.2554634817152421,301.4,24703.8,157.1744254005721,302,7373,341433,9278,172908,3063,0.35779749808973627,1.265176849144298,106811.0,22395136432.5,149650.0465502767,149650.0465502767,1,5,2,3,2,11044,18087,10515,12792,5912,3,3,1,4,7,126,338,340,121,212,-3.019197801233806,0.17468179506314038,227.4,11687.8,108.1101290351649,212,0,33499,25535,25412,30417,3.778332424290298,-1.8662354334894822,22972.6,176620276.3,13289.85614293849,13289.85614293849,17,1,6,4,7,28122,1089,18339,19143,17997,7,0,9,7,14,0
1116,1116,54,388,159,120,211,1.684420943707815,1.149285260229729,186.4,15984.3,126.4290314761606,159,37096,88364,39083,25412,30417,4.133014205409079,1.979381382764838,44074.4,642497639.3000001,25347.53714466161,25347.53714466161,12,9,4,4,3,34117,12834,17752,23307,10736,7,9,4,8,7,191,169,302,374,76,-1.041429738727308,0.1744486988270763,222.4,13647.3,116.8216589507271,191,4867,5103,214102,41403,155114,-2.035640338746011,0.7161940086071359,84117.8,9071233680.7,95243.02431516966,95243.02431516966,5,5,6,7,2,17378,12232,16239,32227,6241,2,7,6,9,11,1
1117,1117,83,167,63,287,39,0.6795952061606823,1.218956008319015,127.8,10243.2,101.2086952786172,83,5819,4760,7179,789064,33402,4.976018787001481,2.229552404025472,168044.8,120662618016.7,347365.2515965003,347365.2515965003,8,6,3,4,6,35519,24484,30781,18532,33098,3,6,8,6,8,228,440,646,120,211,-0.3635823353645344,0.9301725453091559,329.0,45154.0,212.4947058164038,228,149111,162711,49128,14029,21540,-3.055460947420214,0.48508246004348626,79303.8,5084460298.7,71305.4016095555,71305.4016095555,16,9,9,11,3,34019,23198,26237,34722,7439,9,14,11,10,17,0
1118,1118,211,120,376,351,377,-1.387818226907025,-0.9087488597805454,287.0,13445.5,115.9547325468003,351,6474,91970,9315,1412,16878,4.559481746197871,2.115834053231781,25209.8,1424088337.2,37737.09497563372,37737.09497563372,7,4,9,6,21,21265,13220,22327,35222,37498,32,15,25,25,10,171,185,375,336,128,-2.63249254153272,0.5072423884044914,239.0,11941.5,109.2771705343801,185,25408,0,18949,6349,18779,-1.641586690270613,-0.4987809368001772,13897.0,107989665.5,10391.80761465492,10391.80761465492,7,26,6,15,13,40300,46480,54960,58847,20823,46,26,50,31,17,0
1119,1119,373,341,240,219,313,-2.330023656834387,-0.2078110162431956,297.2,4325.2,65.7662527440936,313,0,3931,0,14600,1036,3.5853653854644882,1.894438916412681,3913.4,38278139.8,6186.93298816142,6186.93298816142,9,7,12,8,10,16496,30023,29432,22196,19544,11,26,15,11,16,211,120,376,168,232,1.872688563587564,1.159028836824682,221.4,9313.8,96.50803075392223,211,1737,1945,14644,990,8108,0.29527561958661147,1.2368904086810781,5484.8,34387884.7,5864.118407740417,5864.118407740417,10,3,9,5,6,24341,10511,21175,22164,23036,12,8,6,14,16,1
1120,1120,552,685,462,207,437,1.11666149348155,-0.5561641054553228,468.6,30815.3,175.5428722563238,462,0,84899,596168,38677,0,4.61720841230243,2.134396082300807,143948.8,65128437411.7,255202.7378609015,255202.7378609015,9,0,19,0,9,12998,10906,34894,4322,29546,10,29,3,5,15,165,198,211,389,94,2.474727130932189,1.243587274760555,211.4,11914.3,109.1526454099945,198,361615,53702,176810,0,2530,0.7497964040369318,1.262560937661336,118931.4,23548525124.8,153455.2870539168,153455.2870539168,1,3,1,1,6,8748,10214,10793,16743,25286,6,4,3,4,2,1
1121,1121,239,211,119,16,52,-2.481328774531012,0.07425822582991334,127.4,9402.300000000001,96.96545776718635,119,27294,176810,653,265,442,4.515725511406707,2.115585544289945,41092.8,5891084868.700001,76753.40297797877,76753.40297797877,11,19,5,5,3,30630,35681,19335,17373,17402,25,11,29,18,16,37,59,27,26,29,2.954032918018072,1.7539920340173811,35.6,189.8,13.77679207943562,29,5657,2331,1545,11965,14000,-2.66358388512488,0.3749621264867764,7099.6,31740464.8,5633.867659077554,5633.867659077554,21,10,1,11,5,49369,26614,16386,38067,17751,18,24,27,25,15,0
1122,1122,260,271,473,145,169,1.824669151275891,1.283487968863799,263.6,16732.8,129.3553245908339,260,1948,3800,38013,11939,4247,3.643611916877475,1.909527823877136,11989.4,226267760.3,15042.19931725411,15042.19931725411,11,12,9,3,10,37569,40451,26536,47706,23518,25,17,13,25,17,239,211,119,16,52,-2.481328774531012,0.07425822582991334,127.4,9402.300000000001,96.96545776718635,119,4060,15943,1696,1442,4233,4.09560362172178,1.9798898503299411,5474.8,35917435.7,5993.115692192167,5993.115692192167,14,3,15,8,7,53077,38127,29889,32085,40088,21,27,19,24,27,1
1123,1123,239,211,119,16,52,-2.481328774531012,0.07425822582991334,127.4,9402.300000000001,96.96545776718635,119,16955,6474,3064,117,9516,0.35983919691382127,0.7654831308973127,7225.2,42080791.69999999,6486.970918695411,6486.970918695411,4,4,8,5,9,23380,12949,19867,8328,27209,18,16,9,14,11,67,414,197,117,287,-0.6887033175272599,0.588471143996628,216.4,19151.8,138.3900285425218,197,186325,0,1353,5228,66193,2.46881444883622,1.672657358281473,51819.8,6425305776.700003,80158.00506936286,80158.00506936286,6,13,16,1,17,14068,32923,18575,10218,32868,21,23,12,39,24,0
1124,1124,115,212,143,211,155,-2.316154708525311,0.0825600853406782,167.2,1846.2,42.96742952516476,155,1412,3005,61964,11412,250879,3.846145488241278,1.960318277997708,65734.4,11329002683.3,106437.7878542203,106437.7878542203,1,5,5,6,8,11458,5104,15605,23122,17120,1,0,4,5,5,79,344,453,185,56,-1.908641234627608,0.5040612513190137,223.4,29402.3,171.470988799855,185,104360,275967,147421,60981,83470,2.3445438375172802,1.53183533316511,134439.8,7274342517.700001,85289.75622957309,85289.75622957309,8,5,8,6,2,15160,9633,16480,10178,9752,4,7,4,7,14,0
1125,1125,383,361,210,90,266,-0.5906633017332759,-0.6133024505256187,262.0,14186.5,119.1070946669425,266,0,59213,231024,2674,136788,-0.6045799558125253,0.8567219160618305,85939.8,9667032261.2,98321.06722976516,98321.06722976516,4,7,10,4,15,9712,16543,28642,30739,37086,15,9,14,19,6,87,114,137,513,238,2.817524662997696,1.709906430921728,217.8,30490.7,174.6158641132014,137,231597,40499,6809,25584,34598,4.640122662955456,2.127854023727026,67817.4,8544816459.300001,92438.17641699777,92438.17641699777,3,6,10,5,2,11414,13253,34805,18072,10457,6,8,6,7,14,1
1126,1126,263,78,124,490,490,-2.898745928472088,0.1299131690043865,289.0,38306.0,195.7191865914019,263,65542,7173,36455,0,240506,3.627147471125326,1.87184023203393,69935.2,9766161939.699999,98823.89356678879,98823.89356678879,6,17,12,20,3,27513,52558,31201,52293,21643,9,16,15,13,22,266,361,383,210,90,-0.5906633017332759,-0.6133024505256187,262.0,14186.5,119.1070946669425,266,13692,59213,0,176810,5970,2.9266198796351652,1.753748162520883,51137.0,5479025847.0,74020.44208865549,74020.44208865549,3,5,13,10,5,23496,14503,23308,23248,13283,8,10,9,9,14,1
1127,1127,245,62,372,87,92,-0.5621201502483677,1.058996598371349,171.6,17763.3,133.2790306087195,92,51541,2276,6427,2553,2203,4.8607540276721615,2.199606790108887,13000.0,467333051.0,21617.88729270277,21617.88729270277,12,8,29,20,17,36433,34942,83846,55264,54716,50,42,35,43,44,324,210,186,119,348,-2.05722663521464,0.0867021253920553,237.4,9285.800000000001,96.36285591450681,210,162850,2628,2547,20001,292423,-0.2960959863204735,1.131113640058964,96089.8,16569629675.7,128723.0735948299,128723.0735948299,17,12,10,10,12,47589,70656,33755,28418,79641,18,31,17,33,37,1
1128,1128,666,268,277,108,325,2.751265996356848,1.307354282069024,328.8,42212.7,205.4572948327705,277,0,95206,130528,9154,73336,-2.192268431968022,-0.029918125178686722,61644.8,3140824749.2,56043.06156162421,56043.06156162421,2,5,10,9,1,12140,6902,23061,13212,9914,8,6,6,2,10,343,210,117,218,343,-1.519597528412031,-0.1890405979558511,246.2,9384.699999999999,96.87466128973045,218,22637,34823,250579,53478,6957,4.4327726953235,2.077791058216838,73694.8,10067147234.2,100335.1744614021,100335.1744614021,11,5,5,13,4,28873,15185,11842,32934,8401,2,5,4,4,14,0
1129,1129,34,286,210,59,233,-2.671781907287726,-0.3529159134562073,164.4,12421.3,111.4508860440329,210,1268,208217,231024,20839,171359,-3.00801281072877,-0.4564826007175068,126541.4,11615639180.3,107775.8747600779,107775.8747600779,5,6,9,1,2,11794,15057,23901,11905,6670,2,6,5,5,13,65,275,248,224,107,-2.437833680700538,-0.5521491228449319,183.8,8516.7,92.2859685976151,224,41625,42554,0,89036,71615,0.08376207419591175,-0.4482493334092557,48966.0,1152813820.5,33953.11208858475,33953.11208858475,5,4,6,9,3,13036,5345,16003,17378,8530,3,3,4,5,7,1
1130,1130,175,386,30,272,211,0.7320978681135255,-0.2182101336845671,214.8,17082.7,130.7008033640192,211,235,46783,447,2731,2307,4.941201254936516,2.219647394659858,10500.6,412592932.8,20312.38373012877,20312.38373012877,7,10,4,18,8,15762,17951,8873,38097,19218,22,19,13,19,18,257,153,155,210,101,-0.4821617926618105,0.31507504271160347,175.2,3577.2,59.80969821024011,155,32283,32028,164941,1226,7767,4.155755255554265,1.994150441688816,47649.0,4495802928.5,67050.74890334932,67050.74890334932,20,10,6,6,10,33861,16540,22481,19760,19744,13,9,22,37,11,0
1131,1131,155,209,101,176,241,-0.1110515685635978,-0.3686028330512537,176.4,2844.8,53.33666656250651,176,5848,41247,7649,98973,0,1.868057166447699,1.5356586594654411,30743.4,1715973206.3,41424.30695014704,41424.30695014704,2,12,22,3,11,5627,24747,39845,13656,28796,9,13,13,19,26,112,190,173,321,239,0.4305399442210316,0.5329146068130551,207.0,6122.5,78.24640566824779,190,6721,1076,161631,0,6916,4.960038632533038,2.2248769744509342,35268.8,4999824891.7,70709.43990514986,70709.43990514986,6,6,19,11,8,22994,21137,42876,26546,19649,22,12,16,18,18,1
1132,1132,98,223,130,209,155,-2.072304881155703,0.006452664776052271,163.0,2773.5,52.66402946983833,155,28309,94947,118236,231024,250879,-2.066817108103733,0.062001366350333376,144679.0,8862094999.5,94138.70085942338,94138.70085942338,1,8,2,7,3,6963,17768,12967,19583,17996,2,6,2,10,7,494,129,244,156,214,3.15753512555291,1.706836357454414,247.4,21077.8,145.1819548015524,214,0,0,114124,217434,196456,-2.913205547959309,-0.07672474040665557,105602.8,10784258707.2,103847.285507133,103847.285507133,14,12,1,12,7,21881,19450,11620,21052,9496,2,4,5,8,10,0
1133,1133,112,299,209,244,376,0.1399712314532291,-0.1492263955592147,248.0,9754.5,98.76487229779624,244,86404,2046243,231024,691433,0,2.957184129483172,1.743913883014728,611020.8,714823914541.7001,845472.5983387635,845472.5983387635,6,7,8,4,0,15152,9551,11122,7577,4125,8,5,1,6,8,164,339,39,240,52,-1.523641249444307,0.38597041332240867,166.8,16132.7,127.0145660938146,164,12892,71125,2978,107239,18032,-1.255906701513799,0.8937531556815298,42453.2,2011955741.7,44854.82963628331,44854.82963628331,1,10,5,0,1,4489,14753,5817,1185,2841,5,1,0,0,3,1
1134,1134,199,247,311,209,155,0.5587422877647814,0.654035693856396,224.2,3427.2,58.54229240472225,209,38946,233158,34060,231024,250879,-3.290877580900431,-0.587230026783854,157613.4,12285492349.8,110839.9402282408,110839.9402282408,2,15,8,3,3,4406,30977,18390,17419,24013,2,5,2,5,8,193,144,293,501,34,0.7742616667815678,0.8202026993850091,233.0,31136.5,176.4553767953813,193,85702,64145,123949,0,22055,-1.286851935126464,0.1110602730133522,59170.2,2450907153.7,49506.63747115128,49506.63747115128,8,14,7,6,2,19582,20010,16031,16716,5833,4,5,2,9,17,0
1135,1135,154,112,286,91,147,2.9600756135789332,1.6090819668353942,158.0,5781.5,76.03617560082832,147,58697,8082,16768,10142,29935,1.700213948272383,1.43703697997149,24724.8,433552017.6999999,20821.91196072061,20821.91196072061,4,9,9,3,7,13689,28957,30748,12277,19535,4,12,8,8,5,1032,132,208,209,154,4.848320642042795,2.193139302240809,347.0,147766.0,384.4034339076591,208,4119225,16510,124823,231024,250879,4.9450523117539795,2.220422857020386,948492.2,3150498263991.7,1774964.299356948,1774964.299356948,6,3,10,8,9,15958,17157,28576,35399,27036,5,11,7,11,8,0
1136,1136,110,172,39,162,119,0.7194425318373661,-0.9400344923099202,120.4,2782.3,52.74751178965695,119,9165,3086,3920,17229,25676,-0.9446123399332204,0.7802951235384037,11815.2,91746920.7,9578.461290833722,9578.461290833722,3,1,6,8,2,5210,7003,13708,14852,9545,11,9,9,6,16,286,381,154,209,129,-0.7171522599578806,0.7313340028755985,231.8,10584.7,102.8819712097314,209,0,33416,27864,1226,1156,-2.953346789483094,0.6688645412270486,12732.4,271325228.8,16471.95279255013,16471.95279255013,2,10,13,9,7,8517,11751,13193,18327,10802,20,15,10,24,19,0
1137,1137,62,346,255,183,276,0.5668958424004327,-0.7951834953426671,224.4,11618.3,107.788218280107,255,1658,0,16044,9005,47867,2.909404575193838,1.683039938927209,14914.8,380060579.6999999,19495.142464214,19495.142464214,5,10,10,3,12,9812,17519,16068,15674,16277,25,11,10,25,8,377,154,209,250,306,-0.6231937642268814,0.2896643044799464,259.2,7434.7,86.22470643614857,250,23961,37189,231024,26084,31058,4.9356833494766414,2.2183870087917392,69863.2,8142470166.699999,90235.63689973047,90235.63689973047,25,9,8,3,7,31433,18055,24403,18482,18169,7,17,18,26,20,0
1138,1138,63,55,243,170,320,-1.9066701920418132,0.2733662916167259,170.2,13125.7,114.5674473836264,170,1844,177680,41205,203372,139654,-2.366719835539899,-0.43218727227212905,112751.0,7642726214.0,87422.68706691645,87422.68706691645,13,6,7,25,5,35353,21620,22255,49978,11035,1,16,8,4,14,253,55,219,208,154,1.214723881686112,-1.210368359630614,177.8,5977.700000000001,77.31558704426942,208,732223,13374,67690,11412,250879,2.855201823003016,1.7359794685028311,215115.6,93152055318.3,305208.216334849,305208.216334849,13,11,9,6,4,32445,32307,15065,31882,27820,6,10,7,15,12,1
1139,1139,208,461,309,307,457,-1.837625399649041,-0.061676890338696964,348.4,11862.8,108.916481764699,309,231024,118380,42413,160645,44999,-1.186387017197415,0.47600047703544957,119492.2,6406143066.700001,80038.38495809371,80038.38495809371,4,2,18,6,5,30707,13199,36238,18044,33044,1,12,6,2,15,241,167,156,230,465,3.306414521461324,1.750822791674973,251.8,15603.7,124.9147709440321,230,47722,130844,62274,48544,11181,2.419702556914658,1.153154472401928,60113.0,1922315887.0,43844.22296038556,43844.22296038556,6,9,10,12,14,17462,13403,27875,19928,37973,17,8,7,15,13,0
1140,1140,208,406,223,35,421,-0.9241030037448531,-0.3962637366938546,258.6,25481.3,159.6286315170308,223,231024,10215,8208,1544,8454,4.978596025088985,2.229938725514393,51889.0,10038829628.0,100193.9600375192,100193.9600375192,11,20,8,11,4,42777,57982,28287,33830,32527,1,9,7,12,21,322,38,263,260,62,-2.904515472512974,-0.45521013372921704,189.0,16784.0,129.5530779256132,260,52171,39529,14339,311741,53420,4.691027544935775,2.142058963298518,94240.0,15030055371.0,122597.1262754556,122597.1262754556,8,3,19,13,12,32324,14226,51799,39465,62333,6,15,8,16,21,1
1141,1141,291,132,245,202,140,-1.8764810023389682,0.2688072062599926,202.0,4628.5,68.03308018897866,202,10233,8614,2127,13313,0,-2.179086392577014,-0.2734027582812605,6857.4,31388927.3,5602.582199307744,5602.582199307744,11,1,2,8,6,13910,1378,5494,16691,13503,10,1,23,8,11,288,208,627,319,141,2.615385418230742,1.478658017166461,316.6,34950.3,186.9499933137201,288,1346,15943,23772,5571,753,-1.383051945589171,0.7934745470882816,9477.0,100908588.5,10045.32669951555,10045.32669951555,12,3,2,1,7,14453,13612,6074,7197,16766,3,14,7,15,10,0
1142,1142,496,292,63,52,89,-0.025500513000920932,1.172759225549458,198.4,37265.3,193.0422233605902,89,0,22103,5338,8065,76849,3.623162800670269,1.889553509064413,22471.0,990780168.5,31476.66069487041,31476.66069487041,7,8,2,7,1,21590,14702,11813,31332,6679,4,4,4,5,11,254,180,39,208,154,1.743106989913363,-1.090824761267264,167.0,6493.0,80.5791536316931,180,25881,11298,2247,231024,250879,-3.221635404167902,0.6024070287705442,104265.8,15689523985.7,125257.8300374871,125257.8300374871,10,8,14,9,4,21262,16065,30503,16756,17203,6,13,11,4,13,0
1143,1143,297,364,577,190,164,0.8302109399461486,1.06192105979665,318.4,27434.3,165.6330281073192,297,10840,0,12932,153293,0,4.836687855995352,2.19046156989096,35413.0,4378270807.0,66168.50313404408,66168.50313404408,2,1,16,6,3,6283,10498,11710,9296,6190,2,11,1,5,14,428,389,39,208,154,-1.944056592197021,0.00143397687345626,243.6,26575.3,163.0193240079224,208,41699,16600,298,176810,250879,-1.839328929985145,0.776649006458301,97257.2,12230422346.7,110591.2399184492,110591.2399184492,4,3,1,5,3,12650,9355,11587,8856,9459,1,2,2,2,4,1
1144,1144,207,242,39,219,72,-2.796606856491373,-0.5952024312760311,155.8,8677.7,93.15417328278964,207,231024,78431,1899,51782,12838,2.902173434858666,1.659343401436595,75194.8,8525504142.700001,92333.65660851952,92333.65660851952,4,20,17,7,1,21446,32183,36774,26267,5219,15,9,10,24,22,202,415,72,235,35,0.007955113243216516,0.6863137796973671,191.8,22681.7,150.6044488054719,202,887134,564202,73031,134962,59028,-0.9537870437748531,0.9967863585486628,343671.4,135453262014.8,368039.7560248077,368039.7560248077,4,11,6,6,3,14395,24033,13270,27803,8945,4,4,5,9,14,1
1145,1145,107,333,318,446,166,-1.50548159688071,-0.08812253134961756,274.0,18638.5,136.5228918533445,318,1803,24862,14447,134028,9449,4.537264698674777,2.108628867438497,36917.8,3017063565.7,54927.80321203461,54927.80321203461,1,16,7,5,4,9953,20669,11939,11572,13483,8,5,8,7,11,207,438,438,637,279,-0.2585184812760248,0.4084028249453933,399.8,27736.7,166.5433877402522,438,34823,21367,332241,281759,202128,-2.756810553626002,-0.1657170654035425,174463.6,20027348984.8,141518.0164671622,141518.0164671622,1,9,5,5,1,10145,15485,17039,9094,8023,2,4,9,5,11,1
1146,1146,90,345,249,207,153,-0.054255865858669594,0.3415941404406831,208.8,9349.199999999999,96.69126123905923,207,14145,5421,200370,164770,250879,-2.750560165914445,-0.271583509995566,127117.0,12418343065.5,111437.619615191,111437.619615191,13,5,6,11,15,22084,10024,21254,23313,27596,7,6,7,8,12,280,214,264,207,35,3.086015657218944,-1.67391309317358,200.0,9491.5,97.42432961021595,214,20970,8959,40284,101590,1093,2.406068463988916,1.55840523462527,34579.2,1621480655.7,40267.61298736244,40267.61298736244,6,4,9,11,0,21570,10258,24124,30012,1708,8,9,7,8,15,1
1147,1147,313,163,109,214,53,-0.1725507846674139,0.4747227323339975,170.4,9960.8,99.80380754259829,163,198107,225734,77267,25078,19644,-2.872546230158108,0.43112557218368747,109166.0,9400281633.5,96955.04955132559,96955.04955132559,5,17,5,6,4,31650,41233,21671,31886,23776,13,7,6,10,19,64,105,417,207,140,2.336519824620085,1.51069800214695,186.6,19340.3,139.0694071318347,140,53070,26778,152462,34879,35040,4.304548487660963,2.056831215363041,60445.8,2738505045.2,52330.72754319397,52330.72754319397,17,15,18,9,1,32650,27543,31086,30945,5713,11,17,10,16,30,0
1148,1148,202,114,269,206,90,-1.680792319059412,-0.040628088397796566,176.2,5366.2,73.25435140658881,202,5438,11209,41411,11412,32897,-2.223399471384233,0.6622580477026726,20473.4,246682565.3,15706.13145558129,15706.13145558129,4,11,11,1,1,13602,20878,26416,9794,6444,4,12,6,4,10,380,271,519,181,404,-0.5477264591029805,-0.09766387610994909,351.0,16793.5,129.5897372479781,380,149359,53131,79882,186304,0,-1.440362737364786,0.07225283983778659,93735.2,5572472446.7,74648.99494768835,74648.99494768835,1,9,6,7,1,11629,19628,19970,18571,7238,6,11,6,7,15,0
1149,1149,209,39,86,295,42,-1.476649614838327,0.8074294205518602,134.2,12834.7,113.2903349805269,86,0,7893,105867,160731,40064,-1.292342594493532,0.7528706767125808,62911.0,4730182497.5,68776.32221557068,68776.32221557068,9,11,9,2,4,31736,29212,18612,14508,11590,6,6,5,7,12,203,105,159,206,121,-2.691299277113525,-0.07745970876181114,158.8,2126.2,46.11073627692362,159,66595,48895,172546,176810,19018,-2.904455158321489,0.3625954563137042,96772.8,5349080872.7,73137.41089688642,73137.41089688642,1,12,17,13,4,16405,21813,34672,23980,19866,14,11,5,7,13,0
